id,color,flex,length,tensity,N
8825,4,43,62,242,12
8826,2,40,61,215,11
8827,2,36,60,215,10
8828,3,38,61,217,11
8829,4,40,65,223,12
8830,2,38,59,211,10
8831,3,41,64,213,11
8832,4,45,63,221,12
8833,4,50,67,262,13
8834,4,49,63,276,13
8835,4,43,63,230,12
8836,3,41,61,217,11
8837,3,40,60,203,11
8838,3,42,59,180,11
8839,3,40,61,221,11
8840,3,44,59,222,11
8841,4,38,67,263,13
8842,3,44,62,214,11
8843,4,46,67,204,12
8844,3,49,64,241,12
8845,3,43,60,206,11
8846,3,47,63,193,11
8847,3,42,62,218,11
8848,3,40,61,210,11
8849,3,39,60,212,11
8850,3,40,59,208,11
8851,3,43,60,206,11
8852,3,48,58,238,11
8853,3,42,61,210,11
8854,4,40,61,226,12
8855,4,52,63,248,13
8856,3,42,59,193,11
8857,3,40,62,208,11
8858,4,42,64,226,12
8859,3,40,62,223,11
8860,4,48,65,264,13
8861,4,45,61,267,12
8862,4,47,66,202,12
8863,3,42,58,330,12
8864,1,26,57,299,10
8865,3,43,60,192,11
8866,3,47,58,249,11
8867,3,48,58,360,13
8868,4,45,61,420,13
8869,4,40,64,229,12
8870,3,42,62,227,11
8871,4,39,65,260,12
8872,3,39,61,213,11
8873,1,37,61,235,9
8874,4,42,64,233,12
8875,1,33,57,229,NA
8876,4,39,65,215,12
8877,4,45,65,255,13
8878,3,36,61,203,11
8879,3,40,61,216,11
8880,2,44,56,192,10
8881,4,45,67,206,12
8882,2,46,60,213,11
8883,3,41,63,276,12
8884,3,41,56,196,10
8885,0,0,0,0,NA
8886,1,26,57,299,10
8887,4,48,61,252,12
8888,1,46,50,177,8
8889,2,42,59,168,NA
8890,2,39,60,171,10
8891,4,44,65,255,13
8892,3,41,62,227,11
8893,4,46,62,240,12
8894,3,46,59,247,11
8895,4,48,64,257,13
8896,4,41,63,226,12
8897,4,42,62,240,12
8898,3,44,61,221,11
8899,2,43,61,214,11
8900,2,33,56,193,NA
8901,3,37,57,261,11
8902,1,38,58,238,10
8903,3,38,58,204,11
8904,2,35,59,187,10
8905,2,39,60,217,10
8906,4,39,62,224,12
8907,4,26,67,231,12
8908,2,22,70,241,NA
8909,2,40,56,178,9
8910,2,0,68,0,NA
8911,1,34,60,183,9
8912,4,37,64,257,12
8913,2,22,68,312,NA
8914,3,43,63,210,11
8915,1,34,60,192,9
8916,2,40,54,147,8
8917,1,49,54,161,8
8918,4,48,65,243,13
8919,2,40,55,142,9
8920,4,44,64,316,13
8921,2,36,55,140,8
8922,2,48,54,146,9
8923,3,36,61,206,11
8924,4,39,62,297,12
8925,3,49,64,253,12
8926,2,34,59,217,10
8927,3,39,62,216,11
8928,4,40,63,224,12
8929,4,43,62,238,12
8930,3,45,64,195,11
8931,2,46,60,219,11
8932,3,40,59,209,11
8933,4,45,62,237,12
8934,2,39,58,203,10
8935,4,46,62,255,12
8936,3,36,61,238,11
8937,2,50,56,235,10
8938,4,41,64,219,12
8939,1,29,58,236,8
8940,3,37,64,211,11
8941,4,41,62,386,13
8942,1,40,58,193,9
8943,1,33,64,241,10
8944,3,38,61,224,11
8945,3,42,65,234,12
8946,3,42,60,203,11
8947,3,35,59,203,10
8948,3,40,62,229,11
8949,1,36,52,187,8
8950,3,40,59,195,11
8951,2,44,61,220,11
8952,4,45,60,227,12
8953,2,40,53,218,9
8954,3,38,63,206,11
8955,4,45,62,229,12
8956,1,34,59,185,9
8957,1,38,55,244,9
8958,3,44,60,221,11
8959,4,40,63,237,12
8960,2,47,58,202,10
8961,3,41,60,210,11
8962,3,43,64,210,11
8963,4,42,61,341,13
8964,3,41,59,199,11
8965,2,38,60,232,10
8966,3,42,55,234,10
8967,3,39,62,208,11
8968,2,47,51,204,9
8969,1,28,53,191,8
8970,3,43,62,236,12
8971,3,38,61,204,11
8972,2,40,60,214,10
8973,2,41,57,180,10
8974,2,45,60,235,11
8975,3,40,60,211,11
8976,2,33,62,210,10
8977,4,39,60,317,12
8978,1,37,60,216,10
8979,3,40,62,294,12
8980,4,46,62,223,12
8981,3,50,58,284,12
8982,1,41,55,200,8
8983,3,41,59,220,11
8984,4,40,63,227,12
8985,3,43,61,297,12
8986,3,40,60,315,12
8987,4,43,67,321,13
8988,3,42,62,226,11
8989,4,47,66,306,13
8990,4,47,65,233,12
8991,4,45,66,317,13
8992,2,36,60,203,10
8993,4,41,63,216,12
8994,4,41,67,320,13
8995,3,46,61,195,11
8996,2,38,60,201,10
8997,3,40,62,230,11
8998,1,25,57,222,9
8999,1,36,60,211,10
9000,3,41,63,217,11
9001,4,40,63,233,12
9002,3,41,61,226,11
9003,4,51,65,277,13
9004,1,38,55,219,9
9005,2,31,53,145,8
9006,2,35,61,214,10
9007,3,42,59,206,11
9008,3,42,60,204,11
9009,3,35,59,206,10
9010,3,40,62,211,11
9011,4,41,62,244,12
9012,4,47,65,296,13
9013,4,40,63,226,12
9016,3,40,60,213,11
9017,2,40,57,164,10
9018,3,39,62,214,11
9019,1,30,58,193,9
9020,4,40,62,215,12
9021,3,46,60,209,11
9022,4,46,61,245,12
9023,3,43,60,315,12
9024,3,37,59,370,12
9025,4,42,69,283,13
9026,4,43,61,283,12
9027,4,45,64,305,13
9028,4,42,62,215,12
9029,2,35,55,184,9
9030,2,43,55,216,10
9031,3,41,60,201,11
9032,3,39,60,203,11
9033,3,39,62,207,11
9034,4,44,66,222,12
9035,2,34,57,176,9
9036,3,40,61,211,11
9037,4,34,63,237,12
9038,2,43,57,170,10
9039,2,35,63,191,10
9040,2,39,56,152,9
9041,4,39,64,233,12
9042,3,42,60,215,11
9043,4,42,65,216,12
9044,2,24,65,255,9
9045,2,25,63,233,9
9046,2,24,66,290,NA
9047,2,20,65,260,NA
9048,2,34,59,184,10
9049,2,35,59,169,10
9050,3,40,60,191,11
9051,3,43,62,206,11
9052,4,41,64,247,12
9053,2,37,60,202,10
9054,1,51,52,177,8
9055,2,42,58,209,10
9056,3,39,61,218,11
9057,2,43,56,208,10
9058,4,41,61,241,12
9059,2,31,60,194,10
9060,3,37,60,209,11
9061,4,41,61,219,12
9063,2,35,59,188,10
9064,4,49,63,333,13
9065,3,40,60,200,11
9066,3,46,63,247,12
9067,4,42,65,356,13
9068,3,39,61,210,11
9069,4,46,64,349,13
9070,4,44,64,355,13
9072,3,42,65,331,NA
9073,3,32,61,437,NA
9074,2,33,58,195,10
9075,1,36,59,195,9
9076,1,36,60,214,10
9077,1,48,57,210,9
9078,2,40,55,183,9
9079,2,34,60,201,10
9080,2,40,58,200,10
9081,3,40,62,219,11
9082,4,42,63,230,12
9083,1,39,59,211,10
9084,3,44,60,228,11
9085,3,36,61,213,11
9086,4,42,64,223,12
9087,4,44,65,339,13
9088,3,49,68,322,13
9089,3,40,63,319,12
9090,3,43,62,317,12
9091,4,42,64,367,13
9092,3,41,64,279,12
9095,3,48,63,217,12
9096,2,39,59,205,10
9097,4,45,61,225,12
9098,3,41,62,213,11
9099,4,44,65,332,13
9100,3,43,61,219,11
9101,3,37,61,212,11
9102,4,45,64,351,13
9103,3,39,61,214,11
9104,4,42,64,224,12
9105,3,46,58,210,11
9106,3,42,62,317,12
9107,4,43,65,354,13
9108,4,45,65,326,13
9109,4,42,65,358,13
9110,4,42,63,231,12
9111,3,43,61,206,11
9112,4,40,64,277,12
9113,3,43,65,298,12
9114,2,28,57,197,9
9115,1,48,57,251,10
9116,4,45,65,344,13
9117,4,48,64,266,13
9118,1,40,58,212,10
9119,3,38,63,192,11
9120,3,39,60,211,11
9121,1,44,51,174,8
9122,3,41,54,206,10
9123,1,39,54,211,9
9124,4,46,59,244,12
9125,4,39,66,248,12
9126,2,30,59,191,10
9127,3,40,59,206,11
9128,3,39,61,239,11
9129,3,44,61,223,11
9130,4,39,64,216,12
9131,2,40,59,191,10
9132,2,34,61,214,10
9133,1,39,55,186,8
9134,3,38,61,211,11
9135,4,40,64,241,12
9136,2,40,58,206,10
9137,4,45,64,226,12
9138,2,36,58,200,10
9139,4,42,61,247,12
9140,2,40,58,186,10
9141,3,42,64,287,12
9142,3,40,62,278,12
9143,3,42,65,299,12
9144,3,41,58,207,11
9145,4,40,63,286,12
9146,3,41,63,324,12
9147,3,38,64,305,12
9148,3,40,61,212,11
9149,2,38,57,183,10
9150,3,41,61,211,11
9151,3,44,57,223,11
9152,4,43,63,229,12
9153,3,41,64,295,12
9154,4,38,63,221,12
9155,3,41,64,305,12
9156,4,40,63,285,12
9157,2,42,56,200,10
9158,3,42,63,236,12
9159,2,38,59,188,10
9160,3,36,57,211,10
9161,3,37,59,202,11
9162,1,42,59,198,10
9163,2,47,61,218,11
9164,2,34,59,199,10
9165,4,41,62,222,12
9166,2,39,57,197,10
9167,3,40,61,220,11
9168,2,30,59,189,10
9169,3,42,63,228,12
9170,3,41,56,218,10
9171,3,45,57,221,11
9172,2,38,57,159,9
9173,3,47,63,243,12
9174,2,36,59,198,10
9175,2,38,59,197,10
9176,4,48,70,254,13
9177,3,33,61,209,11
9178,4,42,69,188,12
9179,4,39,62,247,12
9180,2,41,59,203,10
9181,3,40,63,226,11
9182,3,47,60,198,11
9183,3,38,62,203,11
9184,3,41,64,214,11
9185,4,33,70,190,12
9186,4,40,66,237,12
9187,4,52,63,277,13
9188,4,41,62,240,12
9189,3,39,61,216,11
9190,3,43,60,225,11
9191,2,40,58,185,10
9192,2,31,60,193,10
9193,3,33,63,221,11
9194,3,39,61,211,11
9195,4,41,63,330,13
9196,1,38,62,240,10
9197,3,37,66,337,13
9198,4,37,70,233,13
9199,4,43,63,314,13
9200,4,41,60,247,12
9201,3,38,59,233,11
9202,2,38,58,199,10
9203,3,41,60,217,11
9204,3,43,62,220,11
9205,4,40,60,229,12
9206,2,35,59,215,10
9207,4,38,65,218,12
9208,3,39,61,250,11
9209,2,39,60,221,10
9210,2,35,57,185,10
9211,3,37,56,169,10
9212,3,39,60,211,11
9213,2,38,60,212,10
9214,4,44,63,222,12
9215,2,34,59,215,10
9216,2,36,60,183,10
9217,2,35,58,185,10
9218,3,41,59,194,11
9219,2,36,57,197,10
9220,2,43,60,220,11
9221,2,26,57,173,9
9222,2,53,55,151,9
9223,2,36,58,188,10
9224,3,43,60,213,11
9225,4,41,64,250,12
9226,4,41,66,276,13
9227,2,33,59,214,10
9228,2,44,57,196,10
9229,3,37,61,228,11
9230,2,39,58,192,10
9231,2,32,58,192,10
9232,2,30,57,235,10
9233,3,33,62,238,11
9234,3,32,60,200,10
9235,2,37,59,191,10
9236,3,32,65,222,11
9237,3,36,56,224,10
9238,2,36,54,122,8
9239,4,45,63,244,12
9240,3,43,60,218,11
9241,2,38,57,133,9
9242,2,28,57,173,9
9243,2,44,57,171,10
9244,2,32,60,198,10
9245,3,36,61,209,11
9246,2,37,59,196,10
9247,3,38,59,221,11
9248,3,41,59,184,11
9249,2,40,61,199,11
9250,4,41,61,225,12
9251,2,31,59,192,10
9252,3,38,60,206,11
9253,2,31,59,200,10
9254,4,42,64,205,12
9255,2,34,60,201,10
9256,2,44,58,195,10
9257,2,37,59,207,10
9258,3,47,51,128,9
9259,2,33,60,208,10
9260,2,37,59,183,10
9261,3,37,64,220,11
9262,2,40,57,187,10
9263,3,35,68,234,12
9264,1,34,59,219,10
9265,2,37,60,196,10
9266,2,40,59,210,10
9267,2,43,45,197,8
9268,3,44,53,209,10
9269,3,48,58,246,11
9270,3,32,64,221,11
9271,4,43,65,239,12
9272,2,36,57,181,10
9273,2,40,59,205,10
9274,3,42,62,221,11
9275,3,40,62,206,11
9276,2,31,64,202,10
9277,1,37,59,198,9
9278,2,35,59,194,9
9279,1,32,54,135,8
9280,3,35,60,205,11
9281,2,33,62,226,11
9282,4,41,63,216,12
9283,3,44,56,203,10
9284,2,47,54,195,9
9285,4,45,63,258,12
9286,3,39,60,200,11
9287,3,40,61,239,11
9288,2,46,56,199,10
9289,3,45,65,190,11
9290,3,40,61,208,11
9291,2,39,52,152,8
9292,2,33,60,221,10
9293,3,42,62,242,12
9294,3,45,62,246,12
9295,2,34,58,195,10
9296,2,46,50,162,8
9297,3,36,60,175,10
9298,3,40,61,193,11
9299,2,46,55,213,10
9300,3,39,60,200,11
9301,2,31,59,199,10
9302,1,39,65,210,10
9303,1,34,58,187,9
9304,1,30,63,265,10
9305,3,45,58,211,11
9306,1,33,55,196,8
9307,2,41,60,199,10
9308,2,33,57,263,10
9309,3,41,51,176,9
9311,2,37,59,208,10
9312,3,36,61,220,11
9313,4,40,64,241,12
9314,2,32,60,200,10
9315,2,37,62,222,11
9316,4,46,63,226,12
9317,2,41,58,197,10
9318,2,44,57,194,10
9319,3,40,52,161,9
9320,2,30,58,225,10
9321,4,41,62,216,12
9322,2,40,61,215,11
9323,3,36,59,205,11
9324,2,38,59,197,10
9325,2,37,58,196,10
9326,2,33,57,182,9
9327,2,28,54,124,NA
9328,3,47,59,235,11
9329,3,39,59,209,11
9330,2,32,58,197,10
9331,3,39,61,203,11
9332,4,46,63,230,12
9333,2,34,58,197,10
9334,4,47,61,233,12
9335,1,26,56,120,8
9336,4,39,61,211,12
9337,3,40,60,217,11
9338,3,38,59,205,11
9339,2,41,54,188,9
9340,2,39,60,317,11
9341,2,36,63,298,11
9342,3,27,67,348,12
9343,3,41,60,199,11
9344,3,45,68,180,12
9345,3,42,59,201,11
9346,2,35,56,165,9
9347,4,40,62,214,12
9348,3,43,63,229,12
9349,3,31,60,209,10
9350,2,42,49,203,9
9351,3,41,60,198,11
9352,3,42,62,219,11
9353,2,45,56,220,10
9354,2,31,59,202,10
9355,1,30,61,210,9
9356,2,43,57,222,10
9357,3,42,58,209,11
9358,3,50,62,200,12
9359,2,28,61,223,10
9360,2,39,58,190,10
9361,3,34,62,229,11
9362,2,37,58,197,10
9363,2,36,59,188,10
9364,2,37,64,222,11
9365,4,42,62,232,12
9366,3,42,60,212,11
9367,2,44,59,206,10
9368,3,41,63,234,12
9370,2,35,57,179,10
9371,2,42,54,170,9
9372,3,41,57,214,11
9373,4,40,64,201,12
9374,2,42,59,200,10
9375,3,43,59,182,11
9376,3,31,57,175,10
9377,3,43,62,222,11
9378,1,35,58,176,9
9379,2,36,58,205,10
9380,3,43,61,207,11
9381,1,34,57,166,9
9382,2,41,58,196,10
9383,2,26,61,212,10
9384,3,36,61,215,11
9385,2,30,56,167,9
9386,3,37,63,241,11
9387,2,36,57,194,10
9388,2,34,58,212,10
9389,2,27,66,299,11
9390,2,51,51,157,9
9391,2,39,60,220,10
9392,3,33,60,209,10
9393,3,34,60,291,11
9394,3,40,61,204,11
9395,3,36,65,232,11
9396,3,40,60,281,12
9397,3,42,59,265,11
9398,3,26,64,323,12
9399,2,33,61,226,10
9400,2,37,60,225,10
9401,4,32,65,228,12
9402,3,51,55,227,10
9403,3,45,61,219,11
9404,2,41,60,215,10
9405,3,49,61,195,11
9406,2,48,63,237,11
9407,4,44,65,250,12
9408,3,39,61,229,11
9409,3,41,59,177,10
9410,4,42,61,203,12
9411,3,39,61,231,11
9412,3,41,55,184,10
9413,2,41,60,204,10
9414,3,41,60,214,11
9415,4,44,65,218,12
9416,4,42,64,239,12
9417,2,33,54,154,8
9418,2,38,64,223,11
9419,2,44,61,210,11
9420,3,49,56,147,10
9421,2,36,61,208,10
9422,3,43,52,171,9
9423,3,44,59,237,11
9424,2,35,54,186,9
9425,1,34,57,190,9
9426,2,35,57,185,10
9427,2,44,57,223,9
9428,3,47,58,240,11
9429,2,32,59,193,10
9430,3,37,59,213,11
9431,4,53,56,189,11
9432,4,38,61,192,11
9433,3,53,54,217,10
9434,3,40,60,189,11
9435,3,50,55,216,10
9436,2,43,58,220,10
9437,2,46,59,203,10
9438,2,48,61,244,11
9439,2,38,59,194,10
9440,3,39,61,176,11
9441,3,40,60,197,11
9442,4,48,67,174,12
9443,2,30,59,185,9
9444,4,39,65,253,12
9445,2,36,59,184,10
9446,2,43,60,207,10
9447,2,31,60,218,10
9448,2,35,64,198,10
9449,2,32,60,196,10
9450,2,41,58,196,10
9451,2,37,64,197,11
9452,2,48,62,241,11
9453,3,39,64,227,11
9454,3,41,63,221,11
9455,3,43,62,224,11
9456,2,36,58,187,10
9457,3,46,59,226,11
9458,2,36,62,281,11
9459,3,37,59,237,11
9460,1,40,60,253,10
9461,3,48,63,231,12
9462,4,42,63,269,12
9463,2,44,59,209,10
9464,1,43,60,253,10
9465,3,38,62,245,11
9466,3,35,59,207,10
9467,3,40,62,210,11
9468,4,44,62,226,12
9469,1,38,50,259,9
9470,2,39,59,194,10
9471,1,29,61,341,NA
9472,1,32,61,427,NA
9473,1,33,53,187,8
9474,3,41,61,209,11
9475,3,34,58,203,10
9476,2,34,59,189,10
9477,2,34,59,206,10
9478,3,32,63,181,11
9479,2,40,58,198,10
9480,3,43,61,226,11
9481,1,39,57,201,9
9482,3,36,60,190,10
9484,2,36,57,186,10
9485,2,37,54,184,9
9486,3,39,63,197,11
9487,2,35,60,222,10
9488,3,33,63,220,11
9489,2,35,61,219,10
9490,2,34,59,184,10
9491,2,39,58,228,10
9492,3,37,65,188,11
9493,4,40,65,212,12
9494,3,42,63,222,11
9495,4,47,62,356,13
9496,4,45,62,367,13
9497,3,42,63,222,11
9498,2,38,60,162,10
9499,2,34,60,212,10
9500,2,29,57,188,9
9501,3,37,60,193,10
9502,4,47,62,357,13
9503,2,37,61,207,10
9504,3,30,65,353,12
9505,2,38,68,230,11
9506,2,31,57,177,9
9507,2,37,61,216,11
9508,2,48,56,154,9
9509,1,36,63,166,NA
9510,3,40,60,360,12
9511,2,46,56,174,9
9512,1,38,56,154,8
9513,3,41,60,352,12
9514,3,41,60,354,12
9515,3,39,62,242,11
9516,2,36,60,188,10
9517,2,37,60,200,10
9518,3,35,63,255,11
9519,3,28,65,271,11
9520,2,49,59,186,10
9521,2,37,61,206,10
9522,4,43,63,245,12
9523,2,33,57,181,9
9524,2,31,66,268,11
9525,2,38,59,202,10
9526,2,35,61,213,10
9527,2,32,58,225,10
9528,3,42,61,228,11
9529,1,35,55,192,8
9530,3,51,54,202,10
9531,2,35,59,209,10
9532,3,40,63,260,12
9533,2,35,60,213,10
9534,3,37,63,277,12
9535,3,34,63,244,11
9536,2,37,62,215,10
9537,2,40,60,230,11
9538,3,35,65,257,12
9539,2,32,58,199,10
9540,3,39,62,220,11
9541,1,34,55,162,8
9542,2,36,60,240,10
9543,1,26,61,203,8
9544,3,25,62,305,11
9545,2,33,62,206,10
9546,3,40,64,232,12
9547,2,37,61,208,10
9548,3,42,60,208,11
9549,1,29,58,185,9
9550,4,38,64,256,12
9551,2,38,58,234,10
9552,4,45,64,241,12
9553,3,41,61,229,11
9554,2,36,59,210,10
9555,3,38,56,216,10
9556,3,71,56,253,11
9557,2,70,56,215,10
9558,2,42,62,221,11
9559,3,40,61,218,11
9560,3,35,58,210,10
9561,4,44,65,249,12
9562,2,50,52,209,9
9563,2,39,60,204,10
9564,3,34,61,274,11
9565,4,37,64,274,12
9566,3,42,59,233,11
9567,2,37,59,191,10
9568,3,41,60,203,11
9569,3,38,63,237,11
9570,2,39,60,214,10
9571,3,44,64,247,12
9572,3,35,61,252,11
9573,1,41,62,228,10
9574,2,42,58,205,10
9575,2,47,58,203,10
9576,3,35,58,212,10
9577,1,37,59,222,10
9578,3,44,60,213,11
9579,4,41,62,215,12
9580,3,38,61,229,11
9581,2,37,62,200,10
9582,3,36,61,232,11
9583,4,38,63,249,12
9584,1,37,58,177,9
9585,3,41,60,230,11
9586,3,53,62,244,12
9587,2,39,57,204,10
9588,3,40,62,234,11
9589,2,41,60,218,10
9590,2,35,59,187,10
9591,3,40,59,207,11
9592,2,42,57,225,10
9593,1,37,59,198,9
9594,4,43,61,235,12
9595,3,56,54,183,10
9596,3,46,65,266,12
9597,3,41,61,228,11
9598,3,48,59,205,11
9599,2,39,59,200,10
9600,3,38,60,202,11
9601,3,36,62,231,11
9602,4,44,64,249,12
9603,1,42,59,213,10
9604,3,34,59,208,10
9605,3,37,63,235,11
9606,2,34,56,187,9
9607,4,45,66,311,13
9608,3,44,57,238,11
9609,3,38,64,236,11
9610,3,36,58,210,10
9611,3,40,60,202,11
9612,1,33,56,226,9
9613,4,36,63,208,12
9615,3,39,64,238,12
9616,2,35,59,228,10
9617,2,36,58,206,10
9618,2,45,61,238,11
9619,1,35,56,245,9
9620,3,48,42,182,8
9621,3,44,63,207,11
9622,4,44,64,243,12
9623,2,38,58,195,10
9625,3,50,58,286,12
9626,1,46,59,247,10
9627,1,39,58,197,9
9628,4,41,62,214,12
9629,3,37,62,241,11
9630,2,40,60,212,10
9631,2,42,59,221,10
9632,4,50,66,307,NA
9633,3,42,59,209,11
9634,2,44,61,230,11
9635,3,40,62,310,12
9636,3,42,63,298,12
9637,2,46,58,211,10
9638,3,43,61,230,11
9639,3,36,63,216,11
9640,3,34,60,206,10
9641,2,40,62,156,10
9642,4,43,63,202,12
9643,1,42,61,226,10
9644,3,36,68,210,12
9645,3,46,59,239,11
9646,3,36,66,213,12
9647,3,44,59,220,11
9648,2,47,58,199,10
9649,3,45,66,218,12
9650,3,52,67,220,12
9651,2,37,62,185,10
9652,2,41,62,174,10
9653,1,45,59,249,10
9654,1,37,61,166,9
9655,3,42,62,226,11
9656,3,43,60,220,11
9657,2,55,55,169,9
9658,3,42,63,301,12
9659,4,46,63,253,12
9660,1,36,62,184,9
9661,3,41,61,225,11
9662,1,46,59,242,10
9663,1,25,64,188,9
9664,2,41,64,211,11
9665,2,36,60,186,10
9666,2,30,59,251,10
9667,3,40,60,181,11
9668,4,40,63,260,12
9669,3,42,64,193,11
9670,3,41,62,234,11
9671,2,41,61,185,10
9672,2,42,57,227,10
9673,2,43,59,215,10
9674,1,30,60,161,8
9675,1,38,58,196,9
9676,3,54,62,244,12
9677,3,39,63,237,11
9678,3,36,63,220,11
9679,2,41,59,225,10
9680,1,36,65,226,10
9681,2,38,64,180,10
9682,2,47,65,210,11
9683,1,43,61,151,9
9684,3,38,62,208,11
9685,2,48,64,226,11
9686,3,46,65,225,12
9687,1,28,59,167,8
9688,3,46,63,202,11
9689,2,40,59,228,10
9690,1,39,63,221,10
9691,4,47,64,218,12
9692,2,39,60,228,10
9693,2,42,60,214,10
9694,3,38,59,191,10
9695,2,37,62,234,11
9696,2,51,61,232,11
9697,3,41,62,224,11
9698,2,42,57,232,10
9699,2,47,57,210,10
9700,3,44,61,328,13
9701,3,49,63,243,12
9702,3,55,62,241,12
9703,3,43,61,331,12
9704,2,32,59,149,9
9705,2,35,59,139,9
9706,1,30,53,167,8
9707,4,43,64,235,12
9708,3,39,61,182,11
9709,2,37,66,207,11
9710,4,41,61,192,11
9711,3,52,65,247,12
9712,3,38,62,151,11
9713,2,42,65,149,10
9714,3,41,63,228,11
9715,3,49,63,205,12
9716,4,47,61,249,12
9717,4,50,62,176,12
9718,3,43,61,331,12
9719,1,51,60,208,10
9720,3,45,65,224,12
9721,3,48,63,220,12
9722,2,54,57,215,11
9723,2,37,58,155,9
9724,2,45,55,201,10
9725,3,55,58,206,11
9726,2,41,58,234,10
9727,3,33,63,173,11
9728,3,54,65,223,12
9729,3,45,65,228,12
9730,3,59,63,218,12
9731,2,37,58,212,10
9732,2,43,62,171,10
9733,3,42,61,240,12
9734,4,46,66,291,13
9735,2,48,57,204,10
9736,3,41,61,224,11
9738,3,39,63,227,11
9739,2,50,58,143,10
9740,3,44,65,280,12
9741,2,33,60,191,10
9742,2,34,62,186,10
9743,3,33,63,414,NA
9744,3,32,69,477,NA
9745,2,36,62,209,11
9746,2,35,62,208,10
9747,2,30,59,188,10
9748,2,37,65,190,11
9749,2,38,61,210,11
9750,3,36,64,163,11
9751,2,40,62,172,10
9752,4,42,64,313,13
9753,4,43,62,248,12
9754,3,44,62,233,12
9755,4,41,63,351,13
9756,2,36,65,182,10
9757,4,42,65,321,13
9758,2,33,62,167,10
9759,4,42,65,314,13
9760,4,43,64,217,12
9761,4,44,63,215,12
9762,2,38,61,216,11
9763,1,30,62,140,9
9764,3,41,64,224,12
9765,2,39,63,188,11
9766,4,45,62,232,12
9767,3,43,62,235,12
9768,4,45,62,230,12
9769,4,45,62,228,12
9770,3,38,62,207,11
9771,3,43,64,222,12
9772,3,43,62,216,11
9773,4,44,62,241,12
9774,3,46,62,225,12
9775,4,46,62,235,12
9776,4,40,63,237,12
9777,2,31,63,169,10
9779,3,43,57,214,11
9780,1,35,58,214,9
9781,2,36,63,234,11
9782,3,48,62,245,12
9783,3,39,62,225,11
9784,2,32,61,186,10
9785,3,40,61,190,11
9786,3,38,61,221,11
9787,1,29,60,241,10
9788,3,39,56,206,10
9789,4,63,64,237,13
9790,3,36,60,218,11
9791,3,41,61,211,11
9792,2,44,61,201,11
9793,3,42,64,232,12
9794,3,52,65,247,12
9795,3,41,61,208,11
9796,4,41,65,235,12
9797,3,45,62,244,12
9798,2,33,65,186,10
9799,2,44,60,196,10
9800,3,41,63,233,12
9801,3,45,61,174,11
9802,2,36,64,178,10
9803,3,53,58,199,11
9804,3,55,63,257,12
9805,3,40,59,221,11
9806,3,41,62,224,11
9807,4,41,63,251,12
9808,4,46,65,297,13
9809,2,29,64,202,10
9810,1,31,63,175,9
9811,2,35,58,209,10
9812,2,33,62,164,10
9813,3,38,61,224,11
9814,2,29,66,267,11
9815,1,30,63,165,9
9816,3,34,65,211,11
9817,1,36,59,140,8
9818,3,53,63,172,12
9819,4,43,63,218,12
9820,3,46,62,206,11
9821,3,41,62,196,11
9822,2,47,53,187,9
9823,3,42,60,216,11
9824,2,35,62,148,9
9825,3,43,61,216,11
9826,1,30,61,232,10
9827,4,43,63,250,12
9828,2,47,60,204,11
9829,3,47,59,281,12
9830,4,47,64,245,13
9831,3,40,61,221,11
9832,2,46,65,222,11
9833,3,33,65,242,11
9834,3,34,60,194,10
9835,2,41,60,199,10
9836,4,40,62,233,12
9837,2,33,60,256,10
9838,2,44,57,211,10
9839,1,34,61,206,9
9840,3,52,63,270,12
9841,2,48,60,229,11
9842,2,43,58,220,10
9843,3,28,65,378,12
9844,1,22,64,333,10
9845,3,30,66,281,NA
9846,3,31,64,267,11
9847,3,38,66,384,NA
9848,3,42,63,234,12
9849,3,31,67,458,NA
9850,3,44,63,190,11
9851,3,37,62,204,11
9852,1,38,58,197,9
9853,2,34,58,171,9
9854,3,40,62,227,11
9855,2,34,61,168,10
9856,2,33,61,179,10
9857,3,33,61,267,11
9858,4,41,63,239,12
9859,1,37,60,190,9
9860,2,38,63,213,11
9861,4,36,61,219,11
9862,2,43,60,204,10
9863,3,41,63,230,12
9864,2,33,60,178,10
9865,3,45,61,245,12
9866,3,40,60,211,11
9867,4,45,70,241,13
9868,3,45,65,206,12
9869,3,35,62,221,11
9870,2,42,60,205,10
9871,1,37,61,187,9
9872,1,36,60,159,9
9873,2,34,59,193,10
9874,1,31,65,144,9
9875,1,41,56,217,9
9876,3,33,60,208,10
9877,1,37,64,173,9
9878,3,44,61,225,11
9879,3,47,59,214,11
9880,2,35,62,208,10
9881,3,44,61,236,12
9882,4,43,62,205,12
9883,2,38,62,193,10
9884,1,35,56,160,8
9885,4,47,64,247,13
9886,3,47,62,225,12
9887,4,40,64,271,12
9888,4,47,64,344,13
9889,4,44,63,224,12
9890,3,42,61,221,11
9891,2,40,58,207,10
9892,3,35,62,360,12
9893,3,27,63,249,11
9894,4,33,62,216,11
9895,4,44,62,219,12
9896,3,44,58,219,11
9898,3,34,61,351,12
9899,4,42,63,245,12
9900,3,45,61,196,11
9901,1,33,56,137,NA
9902,3,43,65,244,12
9903,4,42,62,214,12
9904,3,35,61,356,12
9905,0,0,0,212,NA
9906,4,46,62,230,12
9907,3,34,62,230,11
9908,2,30,59,200,10
9909,1,36,68,164,10
9910,3,40,67,234,12
9911,4,45,62,234,12
9912,4,43,66,234,13
