id,color,flex,length,tensity,N
2545,3,41,63,235,12
2546,4,46,67,249,13
2547,3,36,60,205,11
2548,2,33,68,199,11
2549,3,40,58,249,11
2550,4,38,63,249,12
2551,3,38,62,220,11
2552,4,45,64,256,13
2553,2,31,63,230,11
2554,3,34,61,195,11
2555,3,44,58,230,11
2556,4,40,57,246,12
2557,4,42,67,247,13
2558,3,36,61,221,11
2559,4,40,61,228,12
2560,4,45,65,249,13
2561,3,44,56,243,11
2562,4,56,57,232,12
2563,4,44,63,261,12
2564,3,50,52,170,10
2565,4,49,61,265,13
2566,2,34,64,214,11
2567,3,37,62,200,11
2568,3,37,59,218,11
2569,3,38,58,205,11
2570,4,49,66,253,13
2572,4,41,62,250,12
2573,3,38,57,227,11
2577,3,50,60,253,12
2578,3,42,62,222,11
2579,3,39,60,215,11
2581,4,44,63,224,12
2582,4,41,59,228,12
2583,3,42,59,226,11
2584,2,32,66,212,11
2585,3,45,58,197,11
2586,3,46,59,203,11
2587,4,39,61,208,12
2588,3,40,60,206,11
2589,2,32,61,214,10
2590,3,40,59,192,11
2591,4,47,58,228,12
2592,4,53,61,237,13
2593,3,46,60,210,11
2594,4,39,62,222,12
2595,4,43,63,275,13
2596,2,35,59,215,10
2597,3,39,59,226,11
2598,3,42,63,230,12
2599,3,40,62,212,11
2600,3,38,58,218,11
2601,3,36,60,202,11
2604,3,40,60,182,11
2605,3,41,62,216,11
2606,4,39,63,218,12
2607,4,39,64,290,13
2608,3,43,58,232,11
2609,3,42,59,215,11
2610,2,33,60,210,10
2611,3,47,60,217,11
2612,4,44,63,228,12
2613,4,39,62,232,12
2614,3,40,60,205,11
2615,3,37,59,228,NA
2617,3,39,60,227,11
2618,3,42,63,228,12
2619,3,33,59,197,10
2620,2,37,63,227,11
2621,3,36,60,203,11
2622,3,43,61,236,12
2623,3,42,61,210,11
2624,4,45,65,264,13
2625,4,40,63,217,12
2626,3,39,58,224,11
2627,3,40,61,208,11
2628,4,39,62,224,12
2629,3,40,60,214,11
2630,4,40,61,236,12
2631,3,40,64,229,12
2632,3,43,62,242,12
2633,2,32,56,266,10
2634,3,39,59,199,11
2635,3,36,61,232,11
2636,3,34,60,220,11
2637,2,34,60,196,10
2638,4,42,62,230,12
2639,3,43,61,213,11
2640,4,40,60,237,12
2641,3,39,60,210,11
2642,3,36,60,199,11
2643,3,36,63,226,11
2644,4,45,62,224,12
2645,3,38,58,192,10
2646,3,37,59,204,11
2647,3,38,60,226,11
2648,3,31,57,183,10
2649,3,37,61,222,11
2650,2,38,60,198,10
2651,3,34,60,201,10
2652,3,33,59,187,10
2653,3,37,61,215,11
2657,3,33,63,222,11
2658,2,40,60,195,10
2659,4,45,62,218,12
2660,4,36,68,256,13
2661,2,36,60,194,10
2662,4,35,58,196,11
2663,3,38,58,198,10
2664,3,32,61,202,11
2665,4,42,61,236,12
2666,3,33,60,314,12
2667,3,35,60,205,11
2668,3,40,60,208,11
2669,4,36,61,236,12
2670,3,41,62,216,11
2671,3,35,61,176,11
2672,2,38,61,197,10
2673,4,41,64,229,12
2674,3,34,61,191,11
2675,4,32,62,279,12
2676,4,40,62,264,12
2677,4,50,59,227,12
2678,3,31,62,216,11
2679,3,52,55,228,11
2680,4,53,64,225,13
2681,3,54,55,247,11
2682,4,57,53,203,11
2683,4,42,67,259,13
2684,4,51,57,197,12
2685,3,40,65,216,11
2686,3,33,60,207,10
2687,3,40,63,234,12
2688,4,39,61,207,12
2689,2,31,58,198,10
2690,3,39,59,208,11
2691,3,38,60,210,11
2692,3,38,62,226,11
2693,3,34,61,228,11
2694,2,29,59,197,10
2695,3,43,60,209,11
2696,3,40,60,195,11
2697,3,36,61,205,11
2698,4,51,58,246,12
2699,3,39,64,221,11
2700,4,36,61,234,12
2701,3,54,52,174,10
2702,4,37,63,227,12
2703,2,37,60,238,10
2704,4,46,63,259,13
2705,4,49,60,261,12
2706,3,48,65,262,12
2707,4,42,63,214,12
2708,3,38,63,211,11
2709,3,39,63,234,11
2710,4,39,57,248,12
2711,3,41,61,212,11
2712,4,41,62,217,12
2713,3,38,61,212,11
2714,4,44,64,266,13
2715,4,34,64,213,12
2716,3,42,59,198,10
2717,2,30,58,197,10
2718,4,43,61,239,12
2720,4,45,61,280,13
2721,4,29,62,253,12
2722,4,40,60,259,12
2723,4,45,60,258,12
2724,4,45,65,253,13
2725,4,36,64,217,12
2726,3,42,58,184,11
2727,4,41,57,178,11
2728,3,41,59,224,11
2729,2,36,61,203,10
2730,2,29,60,273,10
2731,2,41,60,220,10
2732,4,38,61,232,12
2733,3,38,58,221,11
2734,3,44,64,294,12
2735,3,38,60,191,11
2736,3,39,61,221,11
2737,3,41,59,233,11
2738,3,39,58,201,11
2739,4,37,61,216,12
2740,3,40,60,207,11
2741,2,41,58,222,10
2742,3,37,61,234,11
2743,4,36,57,223,11
2744,3,33,57,180,10
2745,4,43,59,246,12
2746,2,46,60,199,11
2747,3,48,57,226,11
2748,3,41,59,269,11
2749,3,44,60,214,11
2750,4,38,61,221,12
2751,3,38,57,204,10
2752,3,45,57,186,11
2753,4,47,57,213,12
2754,3,58,56,212,11
2755,3,45,56,234,11
2756,3,46,60,227,11
2757,3,35,61,282,12
2758,3,44,57,211,11
2759,2,43,59,203,10
2760,3,36,59,233,11
2761,3,39,58,199,11
2762,3,41,61,208,11
2763,4,40,60,231,12
2764,4,45,56,206,11
2765,4,38,59,280,12
2766,3,39,57,205,11
2767,3,35,60,250,11
2768,4,44,55,290,12
2769,4,48,63,249,13
2770,3,49,58,261,12
2771,4,37,62,240,12
2772,4,49,67,234,13
2773,4,39,64,276,12
2774,3,48,56,160,10
2776,4,45,59,269,12
2777,2,26,63,269,11
2778,3,41,60,205,11
2779,4,36,61,223,12
2780,3,54,57,211,11
2781,2,30,59,193,10
2782,2,47,57,165,10
2783,3,29,60,245,11
2784,4,39,62,200,12
2785,3,40,62,225,11
2786,4,41,65,274,13
2787,3,36,61,215,11
2788,3,38,60,201,11
2789,4,43,58,237,12
2790,3,39,58,215,11
2792,3,39,60,207,11
2793,4,53,59,231,12
2794,3,29,66,283,12
2795,3,48,59,306,12
2796,2,45,56,259,10
2797,3,30,65,234,11
2798,3,40,61,222,11
2799,4,45,63,265,13
2800,3,41,60,196,11
2801,3,40,58,211,11
2802,3,37,62,202,11
2803,3,42,62,235,12
2804,3,38,60,212,11
2805,3,30,61,218,11
2806,3,42,61,219,11
2807,4,42,59,226,12
2808,2,30,61,229,10
2809,2,51,55,227,NA
2810,4,39,61,213,12
2811,4,44,64,231,12
2812,2,38,60,232,10
2813,4,49,65,232,13
2814,4,49,65,238,13
2815,2,29,58,202,10
2816,3,38,61,212,11
2817,3,41,61,203,11
2818,4,37,62,235,12
2819,3,35,60,208,11
2820,3,36,59,212,11
2821,3,32,61,193,11
2822,3,36,59,234,11
2823,3,40,57,214,11
2824,2,32,59,200,10
2825,4,51,65,222,13
2826,2,43,62,239,11
2827,2,34,61,267,11
2828,4,37,61,217,12
2829,4,39,60,231,12
2830,3,34,59,219,11
2831,4,37,62,228,12
2832,2,36,59,203,10
2833,3,34,63,219,11
2841,4,47,63,254,13
2842,4,40,58,276,12
2843,2,34,59,202,10
2844,4,39,64,227,12
2845,3,35,59,220,11
2846,2,34,59,209,10
2847,3,38,61,216,11
2848,3,29,58,189,10
2849,3,35,60,215,11
2850,3,39,59,212,11
2851,4,42,59,242,12
2852,3,37,59,220,11
2853,3,50,56,225,11
2854,4,38,61,220,12
2855,3,39,58,237,11
2856,3,37,61,221,11
2857,4,37,62,226,12
2858,3,35,60,234,11
2859,4,36,61,228,12
2860,4,45,62,276,13
2861,2,35,58,177,10
2862,2,31,60,206,10
2863,2,42,55,218,10
2864,4,31,64,242,12
2865,2,36,60,199,10
2866,3,43,58,180,11
2867,3,39,63,222,11
2868,3,43,57,218,11
2869,4,35,57,288,12
2870,2,38,60,228,10
2871,3,37,62,235,11
2872,3,45,57,192,11
2873,3,33,59,222,11
2874,3,36,58,254,11
2875,4,45,64,258,13
2876,4,43,63,246,12
2877,4,50,68,217,13
2878,4,42,64,273,13
2879,4,43,64,238,12
2880,4,40,65,277,13
2881,2,32,58,193,10
2883,3,43,59,207,11
2884,2,40,54,175,9
2885,3,39,62,221,11
2886,3,31,57,192,10
2887,4,45,65,231,12
2888,2,35,57,199,10
2889,3,39,59,204,11
2890,3,39,62,207,11
2891,3,42,61,211,11
2892,4,39,61,210,12
2893,2,35,60,202,10
2894,3,41,60,216,11
2895,3,36,58,216,11
2896,3,38,60,200,11
2897,3,30,57,245,11
2898,4,42,61,231,12
2899,4,43,59,217,12
2900,3,41,57,198,11
2901,4,37,61,219,12
2902,3,35,57,184,10
2903,4,35,64,232,12
2904,4,37,62,230,12
2905,4,38,61,223,12
2906,3,34,63,224,11
2907,3,50,56,223,11
2908,4,39,61,222,12
2909,4,43,64,230,12
2910,4,38,63,224,12
2911,3,37,59,213,11
2912,2,38,61,203,10
2913,4,42,60,240,12
2914,3,38,60,204,11
2915,4,40,65,227,12
2916,4,46,63,259,13
2917,3,37,60,214,11
2918,3,34,59,216,11
2919,4,37,61,228,12
2920,4,38,64,223,12
2921,4,37,61,205,11
2922,4,51,64,226,13
2923,4,46,59,244,12
2924,3,41,61,215,11
2925,3,35,63,225,11
2929,4,41,60,229,12
2932,3,35,61,203,11
2933,3,45,57,226,11
2934,4,43,60,222,12
2935,2,33,60,198,10
2936,4,36,58,265,12
2937,3,35,59,215,11
2938,4,35,64,237,12
2939,3,48,57,240,NA
2940,2,40,59,177,NA
2941,4,48,63,256,13
2942,3,40,58,200,11
2943,4,41,65,230,12
2944,3,34,59,217,11
2945,3,42,64,227,12
2946,3,39,58,201,11
2947,3,37,59,217,11
2948,4,37,65,230,12
2949,4,33,66,192,12
2950,3,46,57,182,11
2951,4,36,61,243,12
2952,3,25,58,191,10
2953,4,39,59,260,12
2954,2,40,63,276,11
2955,3,39,62,218,11
2956,2,33,59,179,10
2957,3,35,59,214,11
2958,4,38,60,274,12
2959,4,33,62,273,12
2960,2,35,59,225,10
2964,3,38,59,216,11
2965,3,46,63,211,12
2966,2,41,65,196,11
2967,2,40,60,175,10
2968,4,40,66,247,13
2969,3,33,60,258,11
2970,3,39,62,228,11
2971,2,39,59,217,10
2972,3,33,60,224,11
2973,3,36,58,223,11
2974,3,40,58,205,11
2976,4,43,60,219,12
2977,3,37,57,180,10
2978,2,34,60,202,10
2979,3,39,60,220,11
2980,4,42,58,232,12
2981,3,43,58,181,11
2982,4,46,64,256,13
2983,3,31,58,191,10
2984,3,41,60,225,11
2985,3,40,61,208,11
2986,3,38,58,212,11
2987,4,41,60,222,12
2988,4,50,62,255,13
2989,3,37,62,203,11
2990,4,41,60,221,12
2991,4,40,59,269,12
2992,4,47,64,248,13
2993,2,38,58,215,10
2994,3,37,59,219,11
2995,4,46,65,226,12
2996,3,39,59,201,11
2997,3,43,64,227,12
2998,4,37,68,247,13
2999,3,39,61,236,11
3000,3,39,59,210,11
3001,4,41,64,224,12
3002,3,34,60,210,11
3003,4,39,62,215,12
3004,2,37,57,216,10
3005,3,37,60,206,11
3006,2,34,59,198,10
3007,3,37,63,193,11
3008,3,35,63,219,11
3009,4,40,60,231,12
3010,2,33,58,228,10
3011,3,41,59,221,11
3012,4,32,65,228,12
3013,3,40,60,215,11
3014,4,38,63,220,12
3015,4,44,63,268,13
3016,4,45,59,231,12
3017,4,48,66,249,13
3018,2,31,62,197,10
3019,3,37,60,215,11
3020,3,35,60,203,11
3021,3,34,59,216,11
3022,3,34,59,215,11
3023,4,42,67,235,13
3024,4,40,62,215,12
3025,3,38,59,216,11
3026,4,43,61,231,12
3035,4,48,65,239,13
3036,3,38,55,185,10
3037,3,38,61,196,11
3038,3,41,61,220,11
3039,3,40,61,211,11
3040,3,30,59,188,10
3041,3,41,59,233,11
3042,4,45,64,223,12
3043,4,46,67,241,13
3044,3,35,60,185,10
3045,3,35,60,206,11
3046,3,45,65,226,12
3047,3,39,58,224,11
3048,4,38,61,230,12
3050,3,37,60,196,11
3051,3,38,62,211,11
3052,4,43,62,217,12
3053,3,38,59,208,11
3054,3,39,60,220,11
3055,3,32,61,194,11
3056,4,36,65,208,12
3057,4,41,60,226,12
3058,4,36,62,216,12
3059,2,32,58,222,10
3060,4,45,63,263,13
3061,3,38,59,213,11
3062,4,37,61,244,12
3063,2,37,59,209,10
3064,3,36,59,205,11
3065,3,33,62,262,NA
3067,2,39,57,183,10
3068,4,39,66,229,12
3069,3,34,62,184,11
3070,2,33,60,202,10
3071,3,41,57,198,11
3072,2,42,58,283,11
3073,2,36,60,240,10
3074,3,43,62,232,12
3075,3,37,58,234,11
3076,4,40,61,224,12
3077,3,40,62,226,11
3078,3,40,57,239,11
3079,4,41,65,228,12
3080,3,40,60,227,11
3081,3,36,58,216,11
3082,3,40,64,229,12
3083,2,37,61,208,10
3084,3,46,55,249,11
3085,3,31,59,195,10
3086,3,41,61,216,11
3087,2,34,59,205,10
3088,3,40,61,214,11
3089,2,36,58,237,10
3090,2,41,63,229,11
3091,4,33,65,232,12
3092,3,38,59,207,11
3093,2,36,60,202,10
3094,3,38,60,203,11
3095,4,37,61,226,12
3096,3,37,60,213,11
3097,4,40,61,220,12
3098,3,40,65,231,12
3099,3,34,61,185,11
3100,4,50,61,251,13
3101,3,40,59,203,11
3102,4,41,65,224,12
3103,2,37,60,202,10
3104,3,39,62,222,11
3105,2,34,59,193,10
3106,3,44,58,184,11
3107,3,41,61,248,12
3108,2,36,55,220,10
3109,4,45,67,237,13
3110,4,47,66,233,13
3111,2,32,59,192,10
3112,2,37,60,199,10
3113,3,35,55,199,10
3114,3,36,59,217,11
3115,4,41,64,223,12
3118,3,48,56,226,11
3120,3,31,64,194,11
3122,4,43,60,223,12
3123,3,41,58,240,11
3124,3,39,60,216,11
3125,3,39,64,242,12
3126,3,38,60,211,11
3127,4,45,65,249,13
3128,3,39,60,204,11
3129,3,32,57,194,10
3130,3,36,59,224,11
3131,3,38,59,229,11
3132,2,29,60,192,10
3133,3,36,61,217,11
3134,3,37,62,217,11
3135,3,35,61,214,11
3137,3,38,59,218,11
3138,3,36,62,217,11
3139,3,40,66,231,12
3140,4,47,62,268,13
3141,2,35,60,216,10
3142,2,35,60,247,10
3143,4,30,67,290,13
3144,4,35,65,235,12
3145,3,36,59,292,11
3146,3,41,60,222,11
3147,3,28,59,184,10
3151,3,41,61,217,11
3152,4,39,61,223,12
3153,3,39,62,213,11
3154,2,32,59,202,10
3155,3,38,61,239,11
3156,3,35,60,228,11
3157,3,39,56,210,10
3158,2,36,59,182,10
3159,2,32,53,226,9
3160,3,43,61,223,11
3161,3,41,61,216,11
3162,3,38,65,235,12
3163,3,32,61,207,11
3164,3,37,60,232,11
3165,2,38,60,217,10
3166,4,40,60,236,12
3167,2,37,59,210,10
3168,3,41,59,220,11
3169,3,37,64,237,11
3170,2,34,62,211,10
3171,4,44,64,227,12
3172,4,39,61,217,12
3173,3,32,66,233,12
3174,4,46,65,247,13
3175,2,33,60,233,10
3176,3,38,63,218,11
3177,1,27,57,225,9
3178,2,33,59,214,10
3179,4,40,63,223,12
3180,4,38,64,277,12
3181,4,41,67,235,13
3182,3,37,59,224,11
3183,3,36,60,312,12
3184,4,35,64,227,12
3185,4,41,63,265,12
3186,3,37,60,211,11
3187,4,41,62,224,12
3188,2,34,58,203,10
3189,4,39,67,274,13
3190,4,33,64,288,12
3191,3,36,57,219,11
3192,4,32,60,265,12
3193,3,36,63,223,11
3194,2,34,60,225,10
3195,2,31,58,231,10
3196,2,36,60,214,10
3197,3,42,61,213,11
3198,2,34,58,219,10
3199,3,38,62,216,11
3200,3,29,57,194,10
3201,3,41,62,218,11
3204,2,32,59,184,10
3205,3,33,61,199,11
3206,3,39,61,222,11
3207,3,38,60,214,11
3208,2,37,61,203,10
3209,2,34,59,229,10
3210,2,31,59,202,10
3211,2,32,58,226,10
3212,4,37,65,238,12
3214,2,39,60,193,10
3216,2,35,60,200,10
3217,3,35,63,211,11
3218,3,42,58,205,11
3220,1,32,61,233,10
3221,4,36,63,240,12
3222,4,43,66,235,13
3223,3,36,60,207,11
3224,4,37,63,258,12
3225,3,34,59,224,11
3226,2,31,59,192,10
3227,2,30,60,200,10
3228,2,38,60,240,11
3229,3,39,63,217,11
3230,4,43,62,228,12
3231,3,41,61,216,11
3232,3,33,62,206,11
3233,2,35,59,222,10
3234,3,39,61,215,11
3235,4,38,57,269,12
3236,3,44,61,213,11
3237,2,39,60,206,10
3238,3,29,59,195,10
3239,3,35,61,209,11
3240,2,34,58,233,10
3241,2,34,60,197,10
3242,3,34,63,206,11
3243,3,40,63,218,11
3244,2,35,61,228,11
3245,4,43,64,251,12
3246,4,43,64,284,13
3247,2,34,60,200,10
3248,4,41,60,226,12
3249,2,32,60,201,10
3250,2,29,58,204,10
3251,3,40,60,227,11
3253,3,37,59,230,11
3254,4,40,61,221,12
3255,3,29,57,188,10
3256,3,39,64,212,11
3257,3,42,61,220,11
3259,2,32,60,197,10
3260,3,35,62,221,11
3265,2,35,59,221,10
3266,3,41,61,219,11
3267,3,40,61,254,12
3268,3,40,55,304,11
3269,3,32,59,195,10
3270,3,40,62,233,11
3271,2,35,60,230,10
3272,3,37,63,235,11
3273,3,39,57,205,11
3274,4,41,62,270,12
3275,3,37,60,227,11
3276,4,34,60,254,12
3277,3,32,58,189,10
3278,4,41,61,222,12
3279,3,36,58,223,11
3280,3,39,59,221,11
3282,3,39,59,202,11
3286,4,36,61,244,12
3287,2,35,57,185,10
3288,3,35,60,216,11
3289,3,36,64,225,11
3290,4,39,61,228,12
3292,2,33,59,183,10
3294,2,37,58,234,10
3295,3,37,59,207,11
3296,3,38,60,222,11
3297,1,61,55,264,10
3298,3,44,65,196,11
3299,2,37,60,210,10
3300,2,34,59,230,10
3301,3,39,60,210,11
3302,3,33,59,197,10
3303,4,42,62,224,12
3304,2,34,59,219,10
3305,3,38,58,213,11
3306,4,41,60,235,12
3307,3,36,63,223,11
3308,2,33,58,237,10
3309,3,39,59,210,11
3310,4,42,60,222,12
3312,2,57,55,262,10
3316,2,55,60,244,11
3317,3,53,58,218,11
3318,3,42,56,230,10
3319,4,43,60,237,12
3320,3,40,58,205,11
3321,2,32,59,227,10
3322,3,35,57,246,11
3323,3,52,57,195,11
3324,3,45,61,212,11
3325,3,49,49,196,10
3326,3,49,59,244,12
3327,3,42,57,215,11
3329,2,35,60,218,10
3330,3,53,64,214,12
3331,3,49,57,246,11
3332,2,50,61,228,11
3333,4,50,57,236,12
3334,3,39,57,236,11
3335,2,34,60,230,10
3336,3,59,62,236,12
3337,3,38,60,244,11
3338,2,35,57,200,10
3339,3,41,60,217,11
3340,3,45,63,210,12
3341,3,39,64,263,12
3342,3,43,61,227,11
3343,2,33,59,201,10
3350,3,45,62,208,11
3351,3,38,61,208,11
3352,3,37,61,211,11
3353,3,47,56,229,11
3354,3,34,63,281,12
3355,2,41,57,234,10
3356,3,42,62,220,11
3357,3,43,60,207,11
3358,3,36,58,205,10
3359,3,44,54,205,10
3360,3,37,60,191,10
3361,3,40,58,239,11
3364,1,37,63,201,10
3365,3,42,64,249,12
3366,3,46,60,245,12
3367,2,46,61,230,11
3368,3,41,61,257,12
3370,3,45,57,203,11
3371,3,49,62,243,12
3372,3,44,60,224,11
3373,2,32,59,197,10
3374,3,38,60,210,11
3375,3,35,59,195,10
3376,3,61,55,210,11
3377,3,41,63,231,12
3378,3,35,60,208,11
3379,3,36,64,249,12
3380,3,35,63,203,11
3381,2,31,63,217,10
3382,2,35,58,195,10
3383,3,42,64,229,12
3384,3,47,59,236,11
3386,3,43,61,237,12
3387,2,37,63,207,11
3388,3,37,63,256,12
3389,4,48,60,229,12
3390,3,43,60,227,11
3391,3,38,62,260,12
3392,3,31,62,242,11
3393,2,31,62,198,10
3394,3,43,60,202,11
3395,3,46,60,248,12
3396,2,41,57,201,10
3397,3,39,61,219,11
3398,2,33,60,221,10
3399,2,38,60,207,10
3400,3,43,63,230,12
3401,3,46,59,213,11
3402,3,54,63,209,12
3403,3,41,58,220,11
3404,3,42,62,222,11
3405,3,33,59,207,10
3406,3,39,60,216,11
3407,3,39,64,237,12
3408,3,50,59,226,11
3409,4,40,63,224,12
3410,3,52,61,245,12
3411,3,43,63,240,12
3412,3,37,61,234,11
3413,2,29,60,188,10
3414,3,41,61,247,12
3415,3,46,59,227,11
3417,3,38,60,225,11
3421,3,41,59,199,11
3422,3,37,60,223,11
3423,4,42,63,233,12
3425,2,37,59,205,10
3426,3,40,60,212,11
3427,4,44,63,236,12
3428,4,42,62,224,12
3429,2,46,59,196,10
3430,3,39,61,202,11
3431,2,50,56,222,10
3432,4,41,63,231,12
3433,3,31,53,191,10
3434,3,32,61,193,11
3435,3,34,62,209,11
3436,2,34,57,186,10
3437,2,33,58,187,10
3438,3,49,63,216,12
3439,2,46,62,229,11
3440,4,40,61,226,12
3441,3,31,59,190,10
3442,3,39,60,211,11
3443,4,45,63,235,12
3444,3,40,61,211,11
3445,2,38,59,234,10
3446,3,36,59,196,10
3447,3,40,61,212,11
3448,2,36,59,220,10
3449,2,43,65,245,11
3451,2,47,54,247,10
3452,3,35,64,235,11
3453,3,37,59,234,11
3454,2,40,57,178,10
3455,3,33,58,192,10
3456,4,45,63,244,12
3457,3,37,62,260,12
3458,3,38,61,220,11
3459,2,39,59,201,10
3460,3,37,62,220,11
3461,3,42,64,264,12
3462,2,39,58,193,10
3463,3,41,61,218,11
3464,4,45,63,224,12
3465,3,44,62,239,12
3466,3,37,62,228,11
3467,3,37,59,265,11
3468,3,38,64,239,12
3469,2,36,63,228,11
3470,3,39,60,258,11
3471,3,34,57,209,10
3473,4,39,62,266,NA
3474,4,58,60,184,12
3475,3,34,58,189,10
3476,3,38,62,214,11
3477,3,44,58,193,11
3478,3,32,64,272,12
3479,3,44,57,190,11
3480,2,35,59,217,10
3481,3,46,61,219,12
3482,3,38,64,204,11
3483,1,39,57,220,10
3484,3,35,60,210,11
3485,4,45,63,212,12
3487,3,47,56,231,11
3488,2,31,59,193,10
3489,3,35,61,206,11
3490,4,39,61,221,12
3492,3,44,57,197,11
3493,3,38,60,213,11
3494,3,43,55,153,10
3495,4,42,59,240,12
3496,2,34,58,228,10
3497,1,37,56,222,9
3498,3,43,64,222,12
3500,4,48,57,215,12
3501,3,34,61,216,11
3502,1,32,64,213,10
3503,3,39,59,200,11
3504,4,38,61,213,12
3505,3,43,58,205,11
3506,3,35,61,218,11
3507,4,36,61,236,12
3508,3,47,58,194,11
3509,2,45,56,212,10
3510,2,40,59,183,10
3511,2,32,60,198,10
3512,4,39,61,212,12
3513,2,41,63,203,11
3514,4,42,64,222,12
3515,2,39,64,194,11
3516,3,44,60,233,11
3517,3,42,62,234,12
3518,3,30,57,200,10
3519,3,38,59,232,11
3520,2,37,57,199,10
3521,3,38,61,212,11
3522,4,38,61,227,12
3523,2,32,59,195,10
3524,3,38,60,218,11
3525,3,37,64,253,12
3526,3,35,58,218,11
3527,4,33,62,255,12
3528,3,52,60,176,11
3529,3,40,58,169,NA
3530,2,40,56,198,10
3531,2,34,58,190,10
3532,2,41,63,221,11
3533,3,34,59,203,10
3534,3,47,56,153,10
3535,3,34,55,181,10
3536,3,61,56,244,11
3537,2,40,61,200,11
3538,2,35,57,179,10
3539,3,41,60,208,11
3540,2,43,58,229,11
3541,2,33,52,193,9
3542,3,43,57,286,12
3545,3,51,63,203,12
3546,3,46,57,215,11
3548,3,50,60,226,12
3549,4,37,61,216,12
3550,3,34,61,212,11
3551,2,35,60,194,10
3552,3,40,62,216,11
3553,2,40,55,208,10
3554,3,52,56,234,11
3555,3,40,61,210,11
3556,3,36,60,201,11
3557,3,36,58,222,11
3558,2,36,61,188,10
3559,3,41,61,194,11
3560,4,38,63,238,12
3561,3,36,59,207,11
3562,3,35,59,210,11
3563,2,30,60,190,10
3564,3,33,60,221,11
3566,3,35,62,184,11
3567,3,40,60,202,11
3568,2,45,56,190,10
3569,2,38,62,214,11
3573,3,39,64,210,11
3574,2,39,59,200,10
3575,3,42,62,225,11
3576,4,40,61,228,12
3577,2,30,61,190,10
3578,3,34,59,232,11
3579,2,36,60,197,10
3580,3,39,62,190,11
3581,2,38,56,220,10
3582,4,38,61,235,12
3583,1,38,59,193,9
3584,2,44,56,225,10
3585,3,42,61,190,11
3586,4,40,61,214,12
3587,3,47,60,200,11
3588,3,33,57,171,10
3589,3,39,58,184,10
3590,4,42,60,220,12
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3591,1,32,59,181,9
3592,3,48,65,181,12
3593,2,52,62,169,11
3594,1,58,61,141,10
3595,3,39,61,218,11
3596,4,41,64,214,12
3597,3,43,57,196,11
3598,2,53,61,204,11
3599,2,42,60,203,10
3600,2,35,62,189,10
3601,1,37,57,197,9
3602,2,41,63,194,11
3603,3,40,57,209,11
3604,4,39,61,226,12
3605,3,44,59,198,11
3606,3,41,59,207,11
3607,2,43,57,161,10
3608,3,38,59,197,11
3609,2,46,60,168,10
3610,3,40,57,193,10
3611,2,36,58,182,10
3612,2,42,52,169,9
3613,2,36,59,188,10
3614,3,38,59,211,11
3615,3,54,55,190,10
3616,3,38,62,230,11
3617,2,38,59,193,10
3618,2,33,64,255,11
3619,3,53,58,184,11
3620,2,45,61,183,11
3621,0,0,0,0,NA
3622,3,42,64,229,12
3623,1,35,62,237,10
3624,3,40,58,214,11
3625,2,44,54,208,10
3626,3,37,60,215,11
3627,4,39,63,208,12
3628,3,43,57,220,11
3629,2,45,61,213,11
3630,3,44,62,229,12
3631,2,38,59,204,10
3632,3,39,58,227,11
3633,2,34,65,188,10
3634,3,56,56,196,10
3635,3,44,59,213,11
3636,3,42,63,225,12
3637,3,44,56,186,10
3638,2,39,59,201,10
3639,2,46,55,221,10
3640,0,0,0,0,NA
3641,2,48,61,228,11
3642,3,39,59,194,11
3643,3,45,57,183,11
3644,3,47,61,214,12
3645,3,33,60,294,NA
3647,3,44,61,235,12
3648,3,47,58,166,11
3649,4,36,62,231,12
3650,2,39,60,199,10
3651,3,37,58,227,11
3652,4,47,61,233,12
3653,2,30,59,197,10
3654,3,41,62,216,11
3655,3,38,60,209,11
3656,3,41,66,218,12
3657,3,38,58,213,11
3658,3,37,59,218,11
3659,3,41,58,208,11
3660,3,41,62,215,11
3661,3,38,58,213,11
3662,3,40,62,248,12
3663,3,40,60,205,11
3664,3,49,48,185,NA
3665,2,35,60,231,10
3666,3,42,62,232,12
3667,3,48,51,197,NA
3668,3,35,59,221,11
3671,3,41,63,230,12
3672,3,39,49,184,NA
3674,3,36,61,194,11
3675,4,49,50,201,NA
3676,2,34,58,201,10
3677,2,35,57,180,10
3678,2,43,60,157,NA
3679,4,43,64,230,12
3680,3,33,63,202,11
3681,2,28,57,196,9
3682,2,48,61,229,11
3684,2,34,59,190,10
3685,3,35,58,225,11
3686,3,48,55,197,10
3687,3,35,60,214,11
3688,4,43,63,222,12
3689,2,37,61,196,10
3690,3,42,61,190,11
